journal,authors,buzz_id,date,name,doi,pii
Water Research,"['Marie Gaiffe', 'Camille Dross', 'Karin Gallandat']",0.0,2023-07-05,"A fuzzy inference-based index for piped water supply service quality in a complex, low-income urban setting",10.1016/j.watres.2023.120316,S0043135423007522
Water Research,"['João Pereira', 'Patrícia Neves', 'Annemiek ter Heijne']",0.0,2023-06-27,Starvation combined with constant anode potential triggers intracellular electron storage in electro-active biofilms,10.1016/j.watres.2023.120278,S0043135423007145
Water Research X,"['Jessica Penny', 'Dibesh Khadka', 'Slobodan Djordjević']",0.0,2023-06-24,Using multi criteria decision analysis in a geographical information system framework to assess drought risk,10.1016/j.wroa.2023.100190,S2589914723000269
Water Research,"['Charlotte Henkel', 'Jonas Lamprecht', 'Thilo Hofmann']",0.0,2023-06-15,Environmental factors strongly influence the leaching of di(2-ethylhexyl) phthalate from polyvinyl chloride microplastics,10.1016/j.watres.2023.120235,S0043135423006711
Water Research X,"['Abraham Cullom', 'Mattheu Storme Spencer', 'Marc A. Edwards']",0.0,2023-06-15,Influence of pipe materials on in-building disinfection of <ce:italic>P. aeruginosa</ce:italic> and <ce:italic>A. baumannii</ce:italic> in simulated hot water plumbing,10.1016/j.wroa.2023.100189,S2589914723000257
Water Research,"['Natnael Demissie', 'Prithvi Simha', 'Björn Vinnerås']",0.0,2023-06-14,Degradation of 75 organic micropollutants in fresh human urine and water by UV advanced oxidation process,10.1016/j.watres.2023.120221,S0043135423006577
Water Research,"['Mattia Mattei', 'Rosa M. Pintó', 'Alex Arenas']",0.0,2023-06-14,Analysis of SARS-CoV-2 in wastewater for prevalence estimation and investigating clinical diagnostic test biases,10.1016/j.watres.2023.120223,S0043135423006590
Water Research,"[""Camila D' Bastiani"", 'David Kennedy', 'Anthony Reynolds']",0.0,2023-06-12,CFD simulation of anaerobic granular sludge reactors: A review,10.1016/j.watres.2023.120220,S0043135423006565
Water Research,"['Signe Haukelidsaeter', 'Alje S. Boersma', 'Caroline P. Slomp']",0.0,2023-06-10,"Influence of filter age on Fe, Mn and NH<ce:inf loc=post>4</ce:inf><ce:sup loc=post>+</ce:sup> removal in dual media rapid sand filters used for drinking water production",10.1016/j.watres.2023.120184,S0043135423006206
Water Research X,"['Jinha Kim', 'Myung Hwangbo', 'Kung-Hui Chu']",0.0,2023-06-07,Advances and perspectives of using stable isotope probing (SIP)-based technologies in contaminant biodegradation,10.1016/j.wroa.2023.100187,S2589914723000233
Water Research,"['Frieberg Kim', 'Gago-Ferrero Pablo', 'Lundqvist Johan']",0.0,2023-05-31,Effect-based evaluation of water quality in a system of indirect reuse of wastewater for drinking water production,10.1016/j.watres.2023.120147,S0043135423005833
Water Research,"['Luca Carena', 'Ángela García-Gil', 'Davide Vione']",0.0,2023-05-31,Global modeling of lake-water indirect photochemistry based on the equivalent monochromatic wavelength approximation: The case of the triplet states of chromophoric dissolved organic matter,10.1016/j.watres.2023.120153,S0043135423005894
Water Research,"['Jiaxing Fang', 'Zihan Dai', 'Gang Liu']",0.0,2023-05-30,Service-lines as major contributor to water quality deterioration at customer ends,10.1016/j.watres.2023.120143,S0043135423005791
Water Research,"['Mingchen Yao', 'Yue Zhang', 'Gang Liu']",0.0,2023-05-30,Building water quality deterioration during water supply restoration after interruption: Influences of premise plumbing configuration,10.1016/j.watres.2023.120149,S0043135423005857
