,journal,authors,buzz_id,date,name,doi,pii
0,Water Resources and Industry,"['Mahdi Sanavi Fard', 'Ali Ehsani', 'Fariba Soleimani']",0,2023-07-06,Optimization of Toluenediamine degradation in synthetic wastewater by a UV/H2O2 process using full factorial design,10.1016/j.wri.2023.100218,S2212371723000185
1,Water Resources and Industry,"['Paweł Lochyński', 'Magdalena Szymańska', 'Justyna Kubicz']",0,2023-12-31,Raman spectroscopy and XRF identification: First step in industrial wastewater management,10.1016/j.wri.2023.100216,S2212371723000161
2,Water Resources and Industry,"['Xinyue Cui', 'D. Patrick Webb', 'Shahin Rahimifard']",0,2023-12-31,Capability evaluation of real-time inline COD detection technique for dynamic water footprint management in the beverage manufacturing industry,10.1016/j.wri.2023.100215,S221237172300015X
3,Water Resources and Industry,"['Yasaman Tadayon', 'Mohammad Ebrahim Bahrololoom', 'Sirus Javadpour']",0,2023-12-31,An experimental study of sunflower seed husk and zeolite as adsorbents of Ni(II) ion from industrial wastewater,10.1016/j.wri.2023.100214,S2212371723000148
4,Water Resources and Industry,"['Mohammed Mahmoodur Rahman', 'Ali Al-Hamzah', 'Ibrahim M. Al-Farsani']",0,2023-06-30,Film-forming amine product as an alternative to carbohydrazide oxygen scavenger in high pressure boilers,10.1016/j.wri.2023.100212,S2212371723000124
5,Water Resources and Industry,"['Kagiso Samuel More', 'Christian Wolkersdorfer']",0,2023-06-30,Application of machine learning algorithms for nonlinear system forecasting through analytics — A case study with mining influenced water data,10.1016/j.wri.2023.100209,S2212371723000094
6,Water Resources and Industry,"['Zahra Askarniya', 'Manoj P. Rayaroth', 'Grzegorz Boczkaj']",0,2023-06-30,Degradation of bisphenol S – a contaminant of emerging concern - by synergistic ozone and percarbonate based AOP,10.1016/j.wri.2023.100208,S2212371723000082
7,Water Resources and Industry,"['Ghorban Asgari', 'Mohammad Khazaei', 'Somayeh Talebi']",0,2023-06-30,Reclamation of treated municipal wastewater in cooling towers of thermal power plants: Determination of the wastewater quality index,10.1016/j.wri.2023.100207,S2212371723000070
8,Water Resources and Industry,"['V. Masindi', 'M. Tekere', 'S. Foteinis']",0,2023-06-30,Treatment of real tannery wastewater using facile synthesized magnesium oxide nanoparticles: Experimental results and geochemical modeling,10.1016/j.wri.2023.100205,S2212371723000057
9,Water Resources and Industry,"['Ireneusz Laks', 'Zbigniew Walczak', 'Natalia Walczak']",0,2023-06-30,Fuzzy analytical hierarchy process methods in changing the damming level of a small hydropower plant: Case study of Rosko SHP in Poland,10.1016/j.wri.2023.100204,S2212371723000045
10,Water Resources and Industry,"['Aleksandra Wdowczyk', 'Agata Szymańska-Pulikowska']",0,2023-06-30,Effect of substrates on the potential of <ce:italic>Phragmites australis</ce:italic> to accumulate and translocate selected contaminants from landfill leachate,10.1016/j.wri.2023.100203,S2212371723000033
11,Water Resources and Industry,"['Marien Morán-Valencia', 'Martin Flegl', 'David Güemes-Castorena']",0,2023-06-30,A state-level analysis of the water system management efficiency in Mexico: Two-stage DEA approach,10.1016/j.wri.2022.100200,S2212371722000336
12,Water Resources and Industry,"['Filippo Mazzoni', 'Stefano Alvisi', 'Mirjam Blokker']",0,2023-06-30,Exploiting high-resolution data to investigate the characteristics of water consumption at the end-use level: A Dutch case study,10.1016/j.wri.2022.100198,S2212371722000312
13,Water Resources and Industry,"['Anna Jurga', 'Anna Pacak', 'Bartosz Kaźmierczak']",0,2023-06-30,Condensate as a water source in terrestrial and extra-terrestrial conditions,10.1016/j.wri.2022.100196,S2212371722000294
14,Water Resources and Industry,"['Zhila Honarmandrad', 'Xun Sun', 'Grzegorz Boczkaj']",0,2023-06-30,Activated persulfate and peroxymonosulfate based advanced oxidation processes (AOPs) for antibiotics degradation – A review,10.1016/j.wri.2022.100194,S2212371722000270
15,Water Resources and Industry,"['M. Taheri', 'N. Fallah', 'B. Nasernejad']",0,2022-12-31,"Which treatment procedure among electrocoagulation, biological, adsorption, and bio-adsorption processes performs best in azo dyes removal?",10.1016/j.wri.2022.100191,S2212371722000245
16,Water Resources and Industry,"['Joanna Bok-Badura', 'Alicja Kazek-Kęsik', 'Agata Jakóbik-Kolon']",0,2022-12-31,Highly efficient copper hexacyanoferrate-embedded pectin sorbent for radioactive cesium ions removal,10.1016/j.wri.2022.100190,S2212371722000233
17,Water Resources and Industry,"['Adrian Garrido Sanchis', 'Zachary J. H. Berra', 'Paul J. Hazell']",0,2022-12-31,Establishing the lower thresholds for water sterilisation with shock waves and hot gas bubbles from the detonation of explosives in water,10.1016/j.wri.2022.100187,S2212371722000208
18,Water Resources and Industry,"['Nilay Elginoz', 'Christina Papadaskalopoulou', 'Steve Harris']",0,2022-12-31,Using life cycle assessment at an early stage of design and development of zero discharge brine treatment and recovery,10.1016/j.wri.2022.100184,S2212371722000178
19,Water Resources and Industry,"['Joanna Struk-Sokołowska', 'Urszula Kotowska', 'Artur Mielcarek']",0,2022-12-31,Analysis of 1H-benzotriazole removal efficiency from wastewater in individual process phases of a sequencing batch reactor SBR,10.1016/j.wri.2022.100182,S2212371722000154
20,Water Resources and Industry,"['Truong M. Le', 'K. Kujawa-Roeleveld', 'Huub H. M. Rijnaarts']",0,2022-12-31,Data envelopment analysis as a tool to assess the water demand minimization potential in industrial zones in the Vietnamese Delta,10.1016/j.wri.2022.100181,S2212371722000142
21,Water Resources and Industry,"['Eleni Avramidi', 'Sergio Carlos García Gómez', 'Frithjof C. Küpper']",0,2022-06-30,Benthic biodiversity near brine discharge sites in the Port of Rotterdam,10.1016/j.wri.2022.100173,S2212371722000038
22,Water Resources and Industry,"['Hamid Amiri', 'Sama Azadi', 'Grzegorz Boczkaj']",0,2022-06-30,Selecting wells for an optimal design of groundwater monitoring network based on monitoring priority map: A Kish Island case study,10.1016/j.wri.2022.100172,S2212371722000026
23,Water Resources and Industry,"['A. H. Haidari', 'G. J. Witkamp', 'S. G. J. Heijman']",0,2022-06-30,High silica concentration in RO concentrate,10.1016/j.wri.2022.100171,S2212371722000014
24,Water Resources and Industry,"['Lorena Villar Blanco', 'Olalla González Sas', 'Begoña González de Prado']",0,2022-06-30,Congo red recovery from water using green extraction solvents,10.1016/j.wri.2021.100170,S2212371721000330
25,Water Resources and Industry,"['Mahdi Sanavi Fard', 'Ali Ehsani', 'Fariba Soleimani']",1,2023-07-06,Optimization of Toluenediamine degradation in synthetic wastewater by a UV/H2O2 process using full factorial design,10.1016/j.wri.2023.100218,S2212371723000185
